condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode
4,7,1540,0,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,10,2530,680,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,7,960,170,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,7,1460,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,7,1410,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,8,1750,0,1903-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
5,6,1370,0,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,1780,0,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
5,7,1490,400,1937-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,7,1630,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
4,7,1160,1160,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
3,9,2580,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
4,8,1470,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98007
3,7,2298,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,7,1960,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,8,1950,1000,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
3,5,670,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
3,10,2230,790,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
4,7,2390,0,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001981,98002
4,10,3090,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
5,7,890,890,1903-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
3,7,1180,240,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
4,8,2420,0,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001997,98004
5,7,1480,0,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,2190,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,7,1690,130,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
4,9,930,880,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,9,2550,0,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
3,7,1060,300,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
5,7,1491,768,1908-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,10,3880,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,8,1780,950,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
3,7,1560,1240,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
4,10,3590,700,1927-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
3,8,1770,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,8,1920,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
5,8,1510,810,1905-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,9,2961,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,8,1680,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
4,6,1590,0,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,6,1420,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,6,1370,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,7,2620,0,2010-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,8,1810,0,1913-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001987,98166
3,10,2940,1790,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
4,6,700,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,8,2390,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,9,1590,480,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002003,98125
4,7,1780,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,7,1900,0,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001987,98198
3,7,940,100,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,8,1770,600,1919-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,1970,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,8,2120,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,8,1960,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
3,9,2170,490,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,7,1180,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,8,1440,950,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
5,7,1250,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
5,8,1300,1300,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
3,7,940,0,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,10,3880,0,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002003,98040
4,7,1530,0,1986-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
4,7,1760,670,1945-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,7,920,110,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,9,2740,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98039
3,7,1120,60,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,8,1680,1410,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1060,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,6,790,0,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
5,8,2100,970,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
3,9,2100,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98014
3,8,1100,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
4,6,1070,0,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
3,9,1520,670,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,10,2750,700,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,8,2070,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
5,7,1190,0,1912-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
4,4,600,0,1900-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,7,940,0,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,6,1280,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,7,1370,0,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98014
3,7,1980,470,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98014
3,7,1370,600,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
4,8,2130,780,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,6,760,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98032
3,7,1270,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
4,7,1310,260,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,8,1330,980,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002012,98118
4,7,950,950,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
4,9,2510,1270,1907-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
4,7,1060,0,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98188
4,8,1880,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,6,1160,0,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
3,7,860,0,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,910,680,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
3,7,1170,0,1913-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,7,830,360,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
3,7,1300,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,7,1660,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,7,1160,0,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1950,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
3,8,2470,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,7,1430,0,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,7,1090,880,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
4,7,1400,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
4,7,1510,0,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
4,10,5020,330,1910-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
3,6,920,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,11,5980,1640,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,2490,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,11,3030,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,8,1650,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,1210,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,8,2090,900,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
5,6,1060,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
5,8,1340,1340,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,8,1410,380,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,10,2690,0,1997-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,6,770,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
4,8,1750,950,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
3,8,2620,0,1996-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,8,630,300,2007-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,7,1340,0,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,6,1470,0,1916-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
4,8,2330,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
5,7,1730,0,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
3,9,2780,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,8,1200,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,10,4430,0,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002007,98039
4,8,1820,0,1994-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,8,1300,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,5,480,200,1916-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,7,780,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,8,1900,530,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
4,7,1750,0,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
5,7,1010,600,1901-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,8,2120,0,1971-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002002,98166
3,7,930,500,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
3,7,1360,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
4,7,1690,840,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,7,3270,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,8,1520,1100,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,8,1810,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,8,2120,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,8,2190,0,1980-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,7,980,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98188
3,7,1730,500,1913-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98102
3,7,1540,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,7,980,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,8,2120,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,8,2090,0,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,8,1100,520,2009-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
4,7,1250,400,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,9,3230,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,9,1130,1660,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002013,98177
3,7,1600,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,7,1790,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
4,7,2060,0,1938-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
5,5,1370,0,1900-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
4,11,4440,1760,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,1510,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,7,1280,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,8,1370,810,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
4,6,1130,310,1935-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,7,1580,0,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98024
5,6,790,790,1910-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
4,7,1730,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
3,4,700,0,1920-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
4,7,2030,0,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,10,2500,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,9,2090,515,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,6,910,0,1910-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,11,3560,0,1914-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
5,7,620,520,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
4,5,1000,0,1914-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
3,9,3010,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
4,9,1760,350,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,6,910,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98188
4,8,1370,680,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
2,7,780,310,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,9,2100,0,1997-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,7,1000,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,9,2330,2080,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,8,1800,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,6,920,0,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
4,7,1410,0,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,8,1860,0,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98070
4,7,1240,860,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,7,1030,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
5,7,940,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,7,1340,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
3,6,850,0,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
3,7,1430,700,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98102
3,8,2430,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,8,2290,0,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,7,1230,0,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
4,6,1150,0,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98070
3,9,2120,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,7,980,0,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98105
3,8,2130,0,1986-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
4,7,1050,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,7,1820,0,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,7,1710,500,1914-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002000,98106
4,8,1610,880,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,11,4140,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,6,860,350,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,6,1010,0,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,7,1300,750,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
4,9,1500,560,1918-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98102
3,6,860,700,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,8,1780,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
4,8,1460,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,9,3030,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
4,7,980,0,1914-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
5,7,1450,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001983,98133
4,9,3230,0,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1520,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,1410,0,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98032
3,7,1390,0,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
4,7,1510,720,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,8,2110,0,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
4,7,1370,900,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
5,8,1320,1210,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1180,720,1930-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001965,98105
3,9,2390,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,8,1580,1580,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
3,7,900,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,8,3610,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,7,1670,400,1906-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
5,7,1850,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,7,1140,300,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
3,8,2590,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
4,6,1140,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,9,2760,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002005,98117
3,6,1110,200,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
3,7,1270,600,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,7,1280,620,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
4,8,2380,480,1902-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,7,1640,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,6,1140,0,1908-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
4,7,1390,1200,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,7,1320,840,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,8,3260,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,7,1660,0,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1640,0,1996-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
3,8,2620,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,6,790,160,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
4,6,900,0,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
3,7,1220,430,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
3,7,1800,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,7,1480,0,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,7,1040,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,8,2300,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,7,1240,1240,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,8,1540,430,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
4,7,830,700,1916-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98119
3,6,970,0,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
3,10,2920,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
4,7,970,0,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98032
4,6,680,0,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
4,8,2640,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
4,11,3600,600,1933-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
4,7,1180,800,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
5,8,2180,800,1917-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
3,8,1630,0,2007-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
5,7,890,890,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
3,8,780,430,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,7,1010,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
4,8,1480,1090,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98105
3,9,2440,330,2013-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
4,8,2290,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1080,700,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,8,2150,0,1938-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
3,7,1000,920,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
4,7,1220,0,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,10,2440,520,1937-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001990,98199
3,7,1500,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98014
4,8,1830,1000,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,8,1580,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
4,7,910,320,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,8,2910,0,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,9,2370,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
5,8,1540,390,1916-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,7,870,910,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,9,2760,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,7,900,720,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
3,9,2160,0,1986-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,7,1040,1150,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,10,3240,0,1994-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
4,6,720,0,1905-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,8,1370,40,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,10,2370,610,2015-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1150,800,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,1100,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,7,1400,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,1030,680,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
3,6,1150,850,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,6,1150,850,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,7,1440,0,1906-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,8,1520,0,1994-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,6,1440,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
3,7,1010,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,9,2440,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
